age,gender,marital_status,monthly_income,living_expenses,current_debt,asset_value,dependents,housing_status,loan_amount,purpose,loan_term_months,repayment_method,package_id,is_on_time_payment
69,female,divorced,125.3,22.6,244.0,2601.0,3,own,2504,tieu_dung,24,installment,7,1
38,female,married,81.1,27.4,64.0,6082.0,3,own,3550,kinh_doanh,63,interest_only,8,1
51,female,married,196.2,66.1,518.0,8578.0,0,rent,3908,kinh_doanh,29,installment,8,0
36,female,married,55.2,10.7,95.0,3761.0,2,own,1124,bds,323,installment,3,1
33,female,single,199.4,40.1,268.0,16968.0,3,own,3909,tieu_dung,21,installment,7,0
68,female,single,81.3,25.6,296.0,2112.0,3,own,1699,bds,68,installment,2,1
65,female,married,121.0,39.7,430.0,3524.0,1,rent,8209,kinh_doanh,108,interest_only,8,0
63,male,divorced,157.9,41.1,755.0,948.0,3,rent,5843,o_to,20,installment,4,0
70,female,divorced,155.6,43.5,25.0,14235.0,0,own,2670,bds,95,installment,2,1
54,male,single,178.3,57.0,134.0,9638.0,3,stay_with_parents,8807,o_to,35,interest_only,4,0
24,male,divorced,34.0,8.4,45.0,1496.0,0,own,1287,tieu_dung,25,interest_only,7,1
34,male,married,164.8,27.6,203.0,5655.0,2,own,9242,tieu_dung,15,interest_only,6,1
32,male,divorced,100.2,32.6,275.0,7396.0,3,rent,7216,o_to,44,interest_only,4,0
18,male,single,34.6,10.5,100.0,2690.0,0,rent,2637,o_to,76,installment,4,0
63,female,married,156.4,29.6,200.0,1136.0,1,own,6512,kinh_doanh,27,installment,8,0
21,male,single,31.9,11.0,111.0,2105.0,2,stay_with_parents,1401,tieu_dung,27,installment,7,0
38,female,married,55.8,13.4,190.0,4865.0,3,stay_with_parents,1466,tieu_dung,7,installment,7,0
43,male,married,161.0,48.6,304.0,9353.0,0,own,5683,bds,157,installment,3,0
55,female,divorced,81.4,14.5,309.0,6575.0,3,own,4449,o_to,12,installment,4,0
28,female,single,92.9,27.3,457.0,4892.0,1,own,8726,o_to,61,interest_only,4,0
50,female,single,192.6,31.4,739.0,4250.0,2,stay_with_parents,5432,o_to,52,installment,4,0
47,male,single,115.9,40.5,208.0,6090.0,0,own,6560,bds,247,interest_only,1,0
67,female,married,108.4,22.2,182.0,1895.0,2,own,8900,kinh_doanh,97,interest_only,8,0
31,male,married,145.9,45.6,633.0,11247.0,0,stay_with_parents,1228,tieu_dung,29,installment,7,1
22,male,divorced,33.0,6.1,115.0,992.0,2,own,787,kinh_doanh,100,interest_only,8,0
27,female,single,63.0,20.4,204.0,3866.0,2,own,7976,o_to,47,interest_only,5,0
68,male,divorced,45.7,13.7,0.0,1022.0,2,rent,1458,bds,71,interest_only,2,1
44,female,single,112.1,17.1,37.0,8092.0,1,stay_with_parents,9038,o_to,73,installment,4,0
53,female,divorced,173.1,46.1,267.0,14599.0,1,own,5337,tieu_dung,20,installment,6,0
39,male,divorced,191.9,53.0,616.0,12950.0,2,own,6004,bds,218,interest_only,3,1
31,female,single,224.6,53.3,22.0,1564.0,2,own,1869,tieu_dung,27,interest_only,7,1
60,female,married,119.8,26.4,250.0,3717.0,0,rent,8749,o_to,37,installment,4,0
19,female,married,108.9,17.2,463.0,6031.0,3,own,9096,bds,275,installment,1,1
36,female,single,61.4,12.2,112.0,1421.0,1,rent,9518,tieu_dung,11,interest_only,7,0
22,male,divorced,85.2,14.6,345.0,2636.0,2,stay_with_parents,6070,tieu_dung,20,installment,7,0
34,female,divorced,140.0,31.0,553.0,9371.0,1,own,2763,tieu_dung,58,interest_only,6,0
52,male,married,33.4,5.4,74.0,2533.0,3,own,2829,kinh_doanh,28,installment,9,0
37,male,single,71.9,16.6,281.0,2970.0,0,own,3011,o_to,56,installment,5,0
48,male,single,147.0,31.0,557.0,1221.0,2,rent,6450,tieu_dung,58,interest_only,6,1
68,male,single,184.9,60.8,195.0,9358.0,3,own,4931,tieu_dung,6,installment,7,0
18,female,divorced,89.9,17.9,227.0,4861.0,3,own,7951,bds,83,installment,1,0
58,male,married,93.2,23.6,442.0,7464.0,2,own,4004,bds,210,interest_only,1,1
40,female,single,186.6,47.4,751.0,1282.0,2,stay_with_parents,7921,bds,281,interest_only,3,1
57,female,single,84.1,22.4,344.0,5291.0,2,own,5181,o_to,44,installment,5,0
38,male,married,110.1,20.9,244.0,3185.0,0,rent,2165,bds,52,installment,2,1
26,female,married,48.1,10.4,160.0,1966.0,1,stay_with_parents,1974,kinh_doanh,54,interest_only,8,1
43,male,married,150.7,52.7,546.0,5491.0,3,own,1878,kinh_doanh,63,installment,8,1
21,male,single,43.0,8.3,148.0,694.0,2,own,2681,bds,116,installment,2,0
52,female,married,156.5,53.6,548.0,10377.0,3,own,8750,kinh_doanh,14,installment,8,0
66,male,married,105.8,17.7,381.0,6361.0,0,rent,8159,bds,219,interest_only,3,0
35,male,single,129.7,39.6,276.0,6361.0,0,own,7860,kinh_doanh,76,interest_only,8,0
41,male,single,88.6,19.5,213.0,3242.0,2,stay_with_parents,1579,tieu_dung,21,interest_only,7,1
64,male,married,182.5,44.0,243.0,11037.0,3,stay_with_parents,1456,kinh_doanh,85,interest_only,8,1
52,male,married,112.4,35.0,96.0,6591.0,2,own,8107,o_to,58,interest_only,5,0
69,female,married,134.0,31.8,378.0,3310.0,2,rent,3217,kinh_doanh,75,interest_only,8,1
19,female,married,94.6,30.3,265.0,3266.0,0,own,7857,bds,76,interest_only,1,0
68,female,divorced,90.7,15.3,42.0,1347.0,0,rent,3803,o_to,57,interest_only,5,1
31,male,divorced,55.5,14.7,193.0,4911.0,1,own,2930,kinh_doanh,50,installment,9,0
46,male,single,138.2,24.8,102.0,9067.0,3,own,1140,tieu_dung,22,interest_only,6,1
61,female,single,197.8,45.4,448.0,6899.0,3,own,1079,bds,183,interest_only,1,1
33,female,divorced,161.3,49.0,178.0,11940.0,3,own,1791,kinh_doanh,42,installment,9,1
43,female,single,62.3,12.4,4.0,4921.0,3,own,8945,o_to,27,installment,4,0
20,female,divorced,120.4,41.2,355.0,1534.0,2,own,1335,tieu_dung,30,installment,6,1
64,male,divorced,71.8,12.1,57.0,3993.0,2,own,3926,tieu_dung,23,interest_only,6,0
24,male,single,104.4,28.9,424.0,2006.0,0,own,9281,tieu_dung,17,installment,6,0
63,male,single,118.5,34.9,555.0,3035.0,2,rent,7087,tieu_dung,26,interest_only,6,0
69,male,single,170.1,45.6,57.0,1457.0,1,own,6451,tieu_dung,47,installment,6,0
45,female,divorced,43.2,10.9,79.0,969.0,0,own,1165,bds,345,installment,3,1
57,female,married,70.2,24.5,172.0,5367.0,0,stay_with_parents,6058,tieu_dung,25,installment,7,0
59,male,married,181.5,60.5,377.0,15128.0,0,own,6787,bds,291,installment,3,1
49,female,married,199.0,53.9,102.0,4053.0,2,own,6958,bds,184,installment,1,1
35,male,single,178.1,60.2,763.0,7707.0,3,stay_with_parents,9288,bds,323,installment,3,1
48,male,divorced,117.7,19.5,26.0,11328.0,3,own,2960,bds,256,installment,3,1
35,female,married,172.9,46.1,568.0,15943.0,1,own,8514,tieu_dung,30,interest_only,6,0
35,female,single,111.5,34.5,92.0,1764.0,1,stay_with_parents,5180,kinh_doanh,90,interest_only,8,1
30,male,single,204.2,40.0,228.0,8484.0,3,rent,4908,kinh_doanh,66,interest_only,8,0
36,male,married,220.2,63.2,428.0,16756.0,3,stay_with_parents,9685,o_to,58,installment,4,0
45,male,divorced,139.2,28.3,309.0,8218.0,0,stay_with_parents,2375,kinh_doanh,102,installment,8,1
70,female,single,85.7,23.6,284.0,697.0,1,stay_with_parents,4787,kinh_doanh,80,installment,8,0
33,male,single,132.0,45.6,320.0,10446.0,1,stay_with_parents,9890,bds,206,interest_only,3,1
30,female,married,38.8,12.3,102.0,1975.0,0,own,2341,tieu_dung,27,installment,7,0
58,male,married,49.4,12.4,122.0,1106.0,3,rent,1372,o_to,28,interest_only,4,1
41,female,single,132.6,46.2,392.0,12193.0,1,rent,5603,kinh_doanh,26,installment,8,0
57,male,single,145.3,49.0,152.0,9360.0,3,rent,2166,kinh_doanh,43,installment,9,1
43,female,single,102.2,28.4,277.0,9922.0,3,rent,8886,o_to,28,interest_only,4,0
62,male,married,90.9,22.1,101.0,3774.0,1,rent,5092,kinh_doanh,18,installment,8,0
48,male,single,93.2,23.0,39.0,2734.0,0,own,2052,bds,123,interest_only,2,1
18,female,divorced,50.0,13.5,138.0,2258.0,0,own,1297,kinh_doanh,42,installment,9,0
39,female,divorced,150.0,27.5,439.0,13202.0,0,stay_with_parents,2633,bds,176,interest_only,10,1
42,male,single,107.3,22.5,240.0,2366.0,3,own,8173,kinh_doanh,113,installment,8,0
31,male,married,204.0,43.9,863.0,14420.0,1,own,6572,tieu_dung,11,interest_only,7,0
27,male,single,66.5,15.0,251.0,2863.0,1,own,6922,o_to,60,interest_only,4,0
45,female,single,63.9,19.5,255.0,1632.0,2,own,4940,bds,202,installment,3,0
31,male,married,163.0,56.9,239.0,3852.0,2,own,9375,kinh_doanh,30,interest_only,8,0
30,male,divorced,181.0,52.8,105.0,3409.0,3,own,5304,bds,204,installment,1,1
23,male,single,107.8,21.8,393.0,9193.0,2,own,1762,o_to,29,interest_only,4,0
67,female,married,168.5,42.2,268.0,4598.0,0,own,7503,bds,276,installment,1,1
55,female,divorced,46.6,9.8,101.0,698.0,3,own,2015,o_to,83,interest_only,4,1
20,female,married,61.6,15.1,276.0,5642.0,3,own,9579,tieu_dung,17,interest_only,7,0
23,female,single,81.8,22.5,91.0,4126.0,1,rent,3946,kinh_doanh,98,installment,8,0
63,female,married,40.4,6.1,52.0,825.0,2,rent,468,bds,109,interest_only,2,0
29,female,divorced,119.8,29.9,581.0,8858.0,3,rent,5092,bds,102,installment,1,1
44,male,single,160.0,52.2,108.0,6748.0,2,own,7781,o_to,12,installment,4,0
19,male,married,84.5,22.8,192.0,6328.0,3,rent,4087,kinh_doanh,16,interest_only,8,0
42,female,divorced,164.7,55.2,250.0,3596.0,3,stay_with_parents,5900,o_to,28,interest_only,5,0
49,female,married,190.6,40.3,97.0,18485.0,2,rent,8918,bds,257,installment,3,1
62,female,married,69.6,23.0,144.0,6476.0,3,rent,7530,kinh_doanh,104,interest_only,8,0
24,female,single,28.8,9.6,93.0,769.0,0,own,2994,o_to,58,installment,4,0
29,female,single,106.6,16.3,410.0,1643.0,1,own,5996,o_to,13,interest_only,5,1
57,male,divorced,32.5,10.0,50.0,1594.0,2,own,2024,bds,68,installment,2,0
51,male,single,75.1,22.1,88.0,2540.0,1,own,9706,tieu_dung,27,installment,7,0
51,male,single,195.1,65.7,16.0,12725.0,1,own,1113,kinh_doanh,14,interest_only,9,1
57,male,married,130.1,31.9,101.0,5008.0,3,stay_with_parents,2786,tieu_dung,32,interest_only,6,1
53,female,single,72.1,21.4,46.0,3689.0,3,own,1630,kinh_doanh,48,interest_only,8,1
31,male,divorced,100.2,27.4,285.0,6200.0,0,own,6092,bds,280,interest_only,3,0
22,male,divorced,124.5,38.7,44.0,8038.0,2,own,3035,tieu_dung,36,interest_only,6,1
62,male,divorced,52.4,14.7,56.0,3930.0,2,own,2452,bds,140,interest_only,2,1
29,female,divorced,20.2,5.0,45.0,879.0,0,own,625,kinh_doanh,35,interest_only,9,0
27,female,single,114.4,24.4,207.0,10249.0,3,rent,1226,bds,148,interest_only,2,1
68,female,married,195.8,62.2,63.0,9051.0,1,own,5759,kinh_doanh,90,interest_only,8,0
53,female,divorced,52.3,8.4,27.0,4602.0,0,rent,2288,kinh_doanh,60,interest_only,9,1
32,female,divorced,85.1,17.2,254.0,6321.0,2,rent,7896,kinh_doanh,23,installment,8,0
39,female,divorced,88.6,27.9,80.0,7391.0,2,own,3027,kinh_doanh,55,interest_only,8,0
49,female,married,96.3,16.4,479.0,1122.0,2,own,4883,o_to,19,installment,5,0
25,female,single,32.0,9.3,17.0,3082.0,3,own,409,kinh_doanh,47,interest_only,9,0
62,female,married,76.7,13.7,171.0,5737.0,1,rent,7145,kinh_doanh,43,installment,8,0
58,male,married,191.4,52.5,100.0,14492.0,2,own,4365,bds,138,installment,1,1
60,male,divorced,33.8,9.0,107.0,1440.0,0,own,2458,tieu_dung,11,interest_only,7,0
39,female,single,43.2,6.5,25.0,1288.0,3,own,1197,kinh_doanh,56,interest_only,9,0
70,female,married,126.7,31.5,349.0,10040.0,3,own,5630,bds,184,interest_only,3,0
58,female,married,64.1,18.7,197.0,3130.0,3,own,6623,o_to,75,interest_only,4,0
51,female,single,83.2,15.3,227.0,5345.0,1,rent,2939,tieu_dung,19,interest_only,7,1
20,male,married,106.5,25.8,391.0,8147.0,0,own,5540,o_to,45,installment,4,0
70,male,divorced,78.6,12.0,165.0,4458.0,0,rent,9340,kinh_doanh,90,installment,8,0
63,male,married,198.9,35.0,546.0,6773.0,3,stay_with_parents,6474,tieu_dung,33,interest_only,7,0
39,male,single,70.1,11.9,27.0,3825.0,1,own,9934,o_to,23,installment,4,0
47,female,divorced,59.9,20.4,243.0,2484.0,0,own,927,o_to,38,interest_only,5,1
47,male,divorced,81.7,26.2,61.0,2854.0,3,rent,4053,tieu_dung,11,installment,7,0
18,female,married,66.9,19.0,178.0,1342.0,1,rent,6611,tieu_dung,29,installment,7,0
28,female,single,61.4,18.6,237.0,2007.0,3,stay_with_parents,3459,tieu_dung,45,interest_only,6,0
47,male,single,53.2,18.2,49.0,489.0,0,own,2085,tieu_dung,31,interest_only,6,0
62,female,divorced,180.6,56.6,301.0,6985.0,0,own,6804,tieu_dung,12,installment,7,0
36,male,married,54.3,15.5,213.0,2807.0,0,stay_with_parents,2046,kinh_doanh,115,interest_only,8,0
65,female,single,73.4,11.6,260.0,3418.0,3,own,5548,o_to,57,installment,4,0
29,male,single,75.4,25.4,371.0,5506.0,0,own,6944,o_to,35,installment,5,0
68,male,married,52.8,17.1,10.0,4100.0,0,stay_with_parents,916,o_to,29,installment,4,0
29,female,divorced,79.4,13.3,322.0,6533.0,0,rent,9974,kinh_doanh,33,interest_only,8,0
31,female,single,131.4,30.8,357.0,11006.0,0,own,8278,o_to,45,interest_only,5,0
32,male,married,206.5,45.1,706.0,12769.0,2,own,2449,kinh_doanh,18,interest_only,9,1
50,female,single,93.0,14.1,315.0,1517.0,2,rent,7996,kinh_doanh,97,installment,8,0
29,female,divorced,34.3,9.1,38.0,3152.0,3,own,596,kinh_doanh,44,interest_only,9,1
57,female,single,80.4,12.4,320.0,7338.0,1,rent,2027,bds,200,installment,3,1
57,male,divorced,166.5,45.7,265.0,7858.0,2,own,8776,bds,165,installment,3,1
44,male,divorced,70.2,20.5,193.0,5779.0,3,own,5263,tieu_dung,21,installment,6,0
28,female,single,24.2,7.0,8.0,1703.0,1,own,1746,tieu_dung,17,interest_only,6,0
44,male,married,124.4,40.3,488.0,2158.0,3,rent,4427,bds,284,installment,1,0
38,female,single,219.6,63.9,349.0,11112.0,2,stay_with_parents,6049,bds,100,installment,1,1
63,male,married,54.7,13.9,209.0,650.0,1,own,1708,o_to,25,installment,5,0
44,female,divorced,46.5,12.5,200.0,393.0,0,own,523,kinh_doanh,56,installment,9,1
63,female,single,110.1,21.9,403.0,5124.0,3,stay_with_parents,1676,kinh_doanh,114,interest_only,8,1
58,male,married,193.1,29.8,179.0,12627.0,1,rent,4936,bds,193,installment,1,1
37,female,married,82.2,20.5,194.0,5008.0,3,stay_with_parents,2653,kinh_doanh,109,installment,8,1
52,female,married,79.2,22.4,323.0,3055.0,2,own,9307,tieu_dung,36,installment,6,0
45,male,single,183.6,48.3,622.0,11993.0,2,own,4144,kinh_doanh,79,installment,8,1
31,female,single,133.6,24.5,404.0,13312.0,0,rent,3276,bds,131,installment,3,1
67,female,married,155.7,27.0,455.0,9846.0,2,own,3108,kinh_doanh,40,interest_only,8,1
55,male,divorced,165.6,44.3,568.0,10003.0,2,rent,1130,kinh_doanh,36,interest_only,9,1
48,male,divorced,159.8,41.1,240.0,10575.0,2,rent,5416,bds,194,installment,3,1
62,female,married,139.7,27.3,430.0,1328.0,2,own,4165,kinh_doanh,104,interest_only,8,1
33,male,married,154.7,49.6,741.0,15467.0,0,rent,6167,tieu_dung,27,interest_only,7,0
67,female,married,53.4,15.8,38.0,729.0,1,stay_with_parents,1873,kinh_doanh,42,installment,8,0
62,male,married,156.1,40.9,312.0,13094.0,0,own,4017,kinh_doanh,31,installment,8,0
51,female,divorced,172.6,30.3,428.0,4594.0,2,own,4596,bds,219,interest_only,3,1
19,male,single,66.5,22.9,217.0,6278.0,3,rent,2078,bds,87,installment,2,1
25,female,single,23.0,5.0,26.0,1962.0,3,own,1039,kinh_doanh,85,interest_only,8,1
30,female,married,49.7,12.9,27.0,4946.0,2,own,1083,kinh_doanh,15,installment,9,0
19,female,married,116.1,38.5,38.0,3915.0,3,rent,2766,kinh_doanh,33,interest_only,8,1
60,female,divorced,57.6,14.0,162.0,547.0,1,stay_with_parents,2937,kinh_doanh,76,interest_only,8,1
41,female,single,156.1,30.6,109.0,7742.0,0,stay_with_parents,8877,bds,141,interest_only,1,1
38,female,divorced,39.8,7.2,85.0,3146.0,1,own,319,bds,143,interest_only,2,0
23,male,single,50.1,15.9,213.0,481.0,0,stay_with_parents,2684,bds,83,installment,10,0
50,male,married,141.8,33.8,324.0,11623.0,2,own,7366,kinh_doanh,71,interest_only,8,0
64,male,married,103.9,26.6,508.0,4430.0,0,rent,4334,o_to,40,interest_only,4,0
18,female,single,21.7,5.0,19.0,2103.0,1,own,1916,bds,215,interest_only,1,0
27,male,divorced,57.1,13.4,103.0,3432.0,0,own,2565,bds,145,interest_only,10,1
59,male,married,77.0,18.4,139.0,7240.0,1,own,6044,o_to,48,interest_only,4,1
44,male,single,132.9,28.6,522.0,9895.0,1,rent,2047,bds,69,interest_only,2,0
34,male,married,144.5,38.4,509.0,11953.0,3,own,6471,kinh_doanh,34,interest_only,8,0
42,male,divorced,75.3,14.6,73.0,923.0,2,stay_with_parents,2673,bds,303,interest_only,3,1
43,male,single,91.5,26.7,390.0,5743.0,2,own,9523,tieu_dung,57,interest_only,6,0
42,female,single,81.9,13.2,133.0,3642.0,3,rent,4571,bds,273,interest_only,3,1
46,male,married,88.2,14.8,160.0,6166.0,3,own,5487,bds,220,interest_only,1,1
38,male,married,145.5,48.8,190.0,10084.0,3,own,5681,o_to,52,interest_only,4,0
46,male,single,78.2,16.4,336.0,5132.0,0,stay_with_parents,3906,tieu_dung,51,installment,6,0
31,male,married,193.2,38.1,621.0,7784.0,0,own,3166,tieu_dung,8,interest_only,7,1
30,male,married,146.4,32.0,694.0,4836.0,3,stay_with_parents,2598,tieu_dung,19,installment,6,0
53,male,single,137.8,47.1,307.0,5573.0,1,own,1371,tieu_dung,17,interest_only,6,1
20,male,single,111.7,17.8,55.0,6648.0,3,own,7617,bds,251,installment,1,1
54,male,single,119.1,27.3,447.0,6839.0,3,own,8453,kinh_doanh,71,installment,8,1
43,male,married,80.3,28.1,247.0,7066.0,2,stay_with_parents,2479,bds,171,interest_only,1,0
24,female,married,33.4,5.2,54.0,1255.0,1,stay_with_parents,2141,tieu_dung,39,installment,6,0
30,female,married,214.9,62.8,727.0,20678.0,2,own,1336,o_to,42,installment,4,1
27,female,married,104.2,20.5,133.0,4554.0,0,own,8111,bds,102,interest_only,1,1
25,male,divorced,63.8,14.8,316.0,335.0,1,own,2711,o_to,28,installment,4,0
54,male,single,95.0,30.2,324.0,8448.0,0,rent,3362,tieu_dung,47,installment,6,0
68,female,divorced,76.9,21.4,371.0,4221.0,1,own,1563,kinh_doanh,81,interest_only,8,1
58,female,divorced,39.8,8.0,0.0,2585.0,3,own,654,bds,156,installment,2,1
67,male,married,157.6,39.4,55.0,6495.0,2,rent,4580,o_to,36,interest_only,5,1
64,female,married,182.6,32.7,810.0,5648.0,2,rent,3805,tieu_dung,6,interest_only,6,1
69,male,divorced,94.0,31.3,316.0,1500.0,2,own,3453,kinh_doanh,53,interest_only,8,0
41,male,divorced,221.7,43.2,230.0,19342.0,1,stay_with_parents,1958,o_to,82,installment,4,1
27,male,single,67.3,10.8,304.0,3782.0,3,rent,7184,kinh_doanh,76,interest_only,8,0
49,female,married,76.5,12.1,136.0,6437.0,1,own,2999,kinh_doanh,44,installment,9,0
67,female,single,45.9,13.4,28.0,4171.0,1,own,2678,bds,125,installment,10,0
20,female,divorced,59.0,20.0,253.0,2104.0,3,own,1434,bds,297,installment,3,1
24,female,married,121.8,39.3,47.0,11607.0,2,own,1965,bds,168,installment,1,1
35,male,married,91.5,22.1,35.0,3263.0,2,own,3703,o_to,61,installment,4,0
36,male,married,49.6,15.1,26.0,1300.0,1,own,2613,bds,132,installment,3,0
66,male,single,60.4,18.9,236.0,2991.0,0,own,8884,tieu_dung,44,installment,6,0
40,male,single,178.1,38.3,730.0,7653.0,2,rent,1354,tieu_dung,13,installment,7,0
67,male,divorced,114.8,33.7,565.0,8930.0,2,own,1736,kinh_doanh,28,installment,8,1
53,male,divorced,118.8,20.6,91.0,1852.0,2,own,8250,tieu_dung,25,installment,7,0
30,male,married,87.2,28.3,8.0,4721.0,1,own,1128,bds,200,interest_only,3,1
20,male,married,105.7,22.1,176.0,6621.0,2,own,1325,o_to,26,installment,5,1
58,male,married,161.3,50.7,197.0,8716.0,1,own,3490,kinh_doanh,40,installment,8,0
20,male,single,76.8,11.8,306.0,2355.0,1,rent,9225,o_to,68,interest_only,4,0
21,female,single,122.8,31.1,217.0,11379.0,0,own,8342,o_to,26,installment,5,0
31,female,married,125.6,25.6,501.0,2648.0,0,own,4822,tieu_dung,49,interest_only,6,0
38,male,single,142.9,37.9,81.0,10193.0,2,own,6748,tieu_dung,24,interest_only,7,0
62,male,single,72.3,22.4,108.0,5352.0,2,own,2891,tieu_dung,22,interest_only,6,0
44,female,divorced,132.5,36.4,304.0,10434.0,1,stay_with_parents,3633,o_to,17,interest_only,4,1
26,female,single,53.6,13.7,186.0,3025.0,1,own,1164,bds,144,interest_only,2,0
55,female,divorced,190.7,34.1,1.0,7964.0,0,own,1918,o_to,54,interest_only,5,1
62,male,single,110.5,30.1,233.0,7482.0,3,rent,6999,o_to,50,installment,4,0
53,female,divorced,82.7,27.6,256.0,4457.0,2,own,6144,o_to,50,installment,5,0
68,female,divorced,66.7,10.3,247.0,2586.0,2,own,6957,kinh_doanh,15,interest_only,8,0
34,male,single,189.4,56.2,455.0,18758.0,0,stay_with_parents,6433,o_to,14,interest_only,5,0
19,male,married,52.0,9.5,70.0,1230.0,1,rent,463,o_to,50,interest_only,5,1
21,female,single,123.2,25.3,171.0,11207.0,2,stay_with_parents,9529,tieu_dung,55,interest_only,6,0
26,female,single,81.2,15.4,329.0,428.0,1,rent,5598,bds,273,installment,3,1
39,male,married,66.2,15.5,54.0,6023.0,1,rent,3698,tieu_dung,16,interest_only,7,0
69,female,divorced,198.9,52.8,538.0,4736.0,0,rent,9397,kinh_doanh,96,interest_only,8,1
53,female,single,163.0,34.0,445.0,5391.0,3,own,4348,kinh_doanh,97,installment,8,1
29,female,divorced,93.9,18.2,371.0,9085.0,0,rent,4104,kinh_doanh,25,interest_only,8,0
47,female,divorced,57.5,17.5,180.0,2351.0,3,stay_with_parents,1418,kinh_doanh,38,installment,9,0
53,male,married,147.2,40.5,712.0,5891.0,1,own,3625,o_to,24,installment,4,0
65,female,divorced,151.9,48.1,486.0,14996.0,2,own,1209,bds,233,interest_only,10,1
35,male,divorced,107.1,26.9,494.0,3997.0,3,own,2173,bds,147,interest_only,10,0
69,male,divorced,195.3,40.4,392.0,14656.0,3,own,4305,kinh_doanh,90,installment,8,1
61,male,single,185.7,44.7,80.0,6172.0,1,rent,4423,bds,71,installment,1,1
39,female,single,38.4,9.9,134.0,476.0,1,rent,530,o_to,23,interest_only,4,1
35,male,married,110.7,19.4,541.0,7241.0,2,own,1656,bds,237,installment,3,1
52,female,divorced,188.2,45.9,241.0,9438.0,0,own,1979,kinh_doanh,90,interest_only,8,1
38,female,married,142.6,24.9,378.0,7580.0,3,rent,2594,o_to,13,installment,4,0
24,male,married,114.1,21.7,399.0,2806.0,3,rent,3310,o_to,33,installment,5,0
48,male,divorced,56.8,15.6,77.0,2932.0,0,own,979,kinh_doanh,34,installment,9,0
34,male,single,135.5,42.5,444.0,3753.0,1,own,4856,bds,192,installment,3,1
47,female,divorced,56.4,13.8,217.0,5273.0,2,own,600,bds,165,installment,10,1
44,female,divorced,162.6,28.8,530.0,12456.0,1,own,1722,o_to,12,interest_only,4,1
47,female,single,123.6,29.0,41.0,11989.0,1,rent,9977,kinh_doanh,71,installment,8,0
28,female,married,36.2,12.0,21.0,2740.0,2,own,1073,kinh_doanh,18,interest_only,9,0
39,male,married,116.9,32.9,272.0,974.0,3,stay_with_parents,2138,tieu_dung,7,installment,7,0
62,female,married,120.9,26.7,94.0,6646.0,3,own,2067,kinh_doanh,24,interest_only,9,0
63,female,married,194.1,58.4,70.0,15067.0,1,stay_with_parents,4458,bds,237,installment,1,1
41,male,divorced,85.6,26.5,120.0,4302.0,1,own,6235,o_to,58,installment,5,0
23,male,divorced,87.8,23.9,291.0,4029.0,3,stay_with_parents,4434,bds,292,interest_only,1,0
32,male,married,180.6,61.1,285.0,9077.0,3,own,7304,bds,295,installment,1,1
56,female,divorced,127.2,26.2,320.0,8455.0,0,rent,6559,bds,92,installment,1,0
54,female,divorced,46.8,10.3,3.0,3360.0,3,rent,933,bds,113,installment,1,1
26,female,single,124.0,19.2,370.0,9300.0,2,rent,9328,bds,290,installment,1,1
31,female,married,113.7,33.2,149.0,2321.0,1,own,2558,o_to,58,installment,4,0
25,female,divorced,63.1,21.3,82.0,453.0,1,own,6193,o_to,29,interest_only,5,0
55,male,divorced,153.2,51.9,480.0,7455.0,3,own,6653,kinh_doanh,81,interest_only,8,1
30,male,divorced,143.4,29.5,192.0,13162.0,0,own,6128,kinh_doanh,87,installment,8,0
44,male,divorced,179.9,45.8,460.0,15516.0,3,own,7882,bds,165,interest_only,3,0
32,female,married,204.1,66.4,41.0,12644.0,3,rent,7328,o_to,59,installment,5,0
37,female,divorced,207.6,38.7,808.0,2765.0,3,own,8095,tieu_dung,22,installment,7,1
30,male,single,41.9,9.9,86.0,2917.0,0,rent,2531,tieu_dung,23,interest_only,7,0
29,female,divorced,87.1,27.1,213.0,6900.0,1,own,8418,tieu_dung,35,installment,7,0
28,male,single,34.6,10.1,22.0,1924.0,2,rent,608,kinh_doanh,32,installment,9,1
68,female,divorced,186.2,41.4,794.0,16682.0,0,own,7597,o_to,20,installment,4,0
28,female,divorced,88.7,22.5,95.0,8230.0,1,own,8503,o_to,12,installment,5,0
19,male,divorced,86.0,27.9,143.0,5389.0,3,rent,8274,bds,278,installment,3,0
49,male,single,138.1,30.5,132.0,13484.0,2,own,9588,kinh_doanh,112,interest_only,8,0
34,female,single,108.9,34.8,148.0,6208.0,0,own,4748,o_to,51,installment,4,0
24,male,divorced,68.3,12.5,287.0,862.0,0,own,9382,kinh_doanh,79,installment,8,0
64,male,married,90.3,19.0,161.0,4801.0,3,own,8537,o_to,33,interest_only,5,0
47,male,single,182.2,32.0,318.0,1213.0,3,stay_with_parents,7131,tieu_dung,46,installment,6,0
32,male,divorced,152.8,37.7,429.0,2294.0,0,own,7375,tieu_dung,17,interest_only,6,0
28,male,divorced,112.2,26.3,191.0,10682.0,2,rent,6758,tieu_dung,42,installment,6,0
67,female,married,81.2,22.1,303.0,7880.0,3,rent,4941,tieu_dung,29,interest_only,7,0
43,female,divorced,196.2,64.7,953.0,13301.0,0,own,8707,o_to,28,installment,5,0
37,male,married,139.0,27.7,602.0,6535.0,1,stay_with_parents,3258,o_to,27,interest_only,5,1
22,male,married,87.9,14.6,392.0,8412.0,2,own,9729,tieu_dung,56,interest_only,6,0
